"Order";"Level";"Code";"Parent";"Description";"This_item_includes";"This_item_also_includes";"Rulings";"This_item_excludes";"Reference_to_ISIC_Rev._4"
399039;4;"46.62";"46.6";"Wholesale of machine tools";"This class includes:
- wholesale of machine tools of any type and for any material";"This class also includes:
- wholesale of computer-controlled machine tools";"";"";"4659"
399040;4;"46.63";"46.6";"Wholesale of mining, construction and civil engineering machinery";"";"";"";"";"4659"
399041;4;"46.64";"46.6";"Wholesale of machinery for the textile industry and of sewing and knitting machines";"";"This class also includes:
- wholesale of computer-controlled machinery for the textile industry and of computer-controlled sewing and knitting machines";"";"";"4659"
399042;4;"46.65";"46.6";"Wholesale of office furniture";"This class includes:
- wholesale trade services related to:
  . goods classified in 31.01 (Manufacture of office and shop furniture)";"";"";"";"4659"
399043;4;"46.66";"46.6";"Wholesale of other office machinery and equipment";"This class includes:
- wholesale of office machinery and equipment, except computers and computer peripheral equipment";"";"";"This class excludes:
- wholesale of computers and peripheral equipment, see 46.51
- wholesale of electronic parts and telephone and communications equipment, see 46.52";"4659"
399044;4;"46.69";"46.6";"Wholesale of other machinery and equipment";"This class includes:
- wholesale of transport equipment except motor vehicles, motorcycles and bicycles
- wholesale of production-line robots
- wholesale of wires and switches and other installation equipment for industrial use
- wholesale of other electrical material such as electrical motors, transformers
- wholesale of other machinery n.e.c. for use in industry (except mining, construction, civil engineering and textile industry), trade and navigation and other services";"This class also includes:
- wholesale of measuring instruments and equipment";"- Wholesale of equipment for fish farming";"This class excludes:
- wholesale of motor vehicles, trailers and caravans, see 45.1
- wholesale of motor vehicle parts, see 45.31
- wholesale of motorcycles, see 45.40
- wholesale of bicycles, see 46.49";"4659"
399045;3;"46.7";"46";"Other specialised wholesale";"This group includes other specialised wholesale activities not classified in other groups of this division. This includes the wholesale of intermediate products, except agricultural, typically not for household use.";"";"";"";"466"
399046;4;"46.71";"46.7";"Wholesale of solid, liquid and gaseous fuels and related products";"This class includes:
- wholesale of fuels, greases, lubricants, oils such as:
  . charcoal, coal, coke, fuel wood, naphtha
  . crude petroleum, crude oil, diesel fuel, gasoline, fuel oil, heating oil, kerosene
  . liquefied petroleum gases, butane and propane gas
  . lubricating oils and greases, refined petroleum products";"";"";"";"4661"
399047;4;"46.72";"46.7";"Wholesale of metals and metal ores";"This class includes:
- wholesale of ferrous and non-ferrous metal ores
- wholesale of ferrous and non-ferrous metals in primary forms
- wholesale of ferrous and non-ferrous semi-finished metal products n.e.c.
- wholesale of gold and other precious metals";"";"- Cutting of steel sheets on own account, with subsequent sale";"This class excludes:
- wholesale of metal scrap, see 46.77";"4662"
399048;4;"46.73";"46.7";"Wholesale of wood, construction materials and sanitary equipment";"This class includes:
- wholesale of wood in the rough
- wholesale of products of primary processing of wood
- wholesale of paint and varnish
- wholesale of construction materials:
  . sand, gravel
- wholesale of wallpaper and floor coverings
- wholesale of flat glass
- wholesale of sanitary equipment:
  . baths, washbasins, toilets and other sanitary porcelain
- wholesale of prefabricated buildings";"";"";"";"4663"
399049;4;"46.74";"46.7";"Wholesale of hardware, plumbing and heating equipment and supplies";"This class includes:
- wholesale of hardware and locks
- wholesale of fittings and fixtures
- wholesale of hot water heaters
- wholesale of sanitary installation equipment:
  . tubes, pipes, fittings, taps, T-pieces, connections, rubber pipes etc.
- wholesale of tools such as hammers, saws, screwdrivers and other hand tools";"";"";"";"4663"
399050;4;"46.75";"46.7";"Wholesale of chemical products";"This class includes:
- wholesale of industrial chemicals:
  . aniline, printing ink, essential oils, industrial gases, chemical glues, colouring matter, synthetic resin, methanol, paraffin, scents and flavourings, soda, industrial salt, acids and sulphurs, starch derivates etc.
- wholesale of fertilisers and agrochemical products";"";"";"";"4669"
399051;4;"46.76";"46.7";"Wholesale of other intermediate products";"This class includes:
- wholesale of plastic materials in primary forms
- wholesale of rubber
- wholesale of textile fibres etc.
- wholesale of paper in bulk
- wholesale of precious stones";"";"";"";"4669"
399052;4;"46.77";"46.7";"Wholesale of waste and scrap";"This class includes:
- wholesale of metal and non-metal waste and scrap and materials for recycling, including collecting, sorting, separating, stripping of used goods such as cars in order to obtain reusable parts, packing and repacking, storage and delivery, but without a real transformation process. Additionally, the purchased and sold waste has a remaining value.";"This class also includes:
- dismantling of automobiles, computers, televisions and other equipment to obtain and re-sell usable parts";"";"This class excludes:
- collection of household and industrial waste, see 38.1
- treatment of waste, not for a further use in an industrial manufacturing process, but with the aim of disposal, see 38.2
- processing of waste and scrap and other articles into secondary raw material when a real transformation process is required (the resulting secondary raw material is fit for direct use in an industrial manufacturing process, but is not a final product), see 38.3
- dismantling of automobiles, computers, televisions and other equipment for materials recovery, see 38.31
- ship-breaking, see 38.31
- shredding of cars by means of a mechanical process, see 38.32
- retail sale of second-hand goods, see 47.79";"4669"
399053;3;"46.9";"46";"Non-specialised wholesale trade";"";"";"";"";"469"
399054;4;"46.90";"46.9";"Non-specialised wholesale trade";"This class includes:
- wholesale of a variety of goods without any particular specialisation";"";"";"";"4690"
399055;2;"47";"G";"Retail trade, except of motor vehicles and motorcycles";"This division includes the resale (sale without transformation) of new and used goods mainly to the general public for personal or household consumption or utilisation, by shops, department stores, stalls, mail-order houses, door-to-door sales persons, hawkers, consumer cooperatives etc.

Retail trade is classified first by type of sale outlet (retail trade in stores: groups 47.1 to 47.7; retail trade not in stores: groups 47.8 and 47.9). Retail trade in stores includes the retail sale of used goods (class 47.79). For retail sale in stores, there exists a further distinction between specialised retail sale (groups 47.2 to 47.7) and non-specialised retail sale (group 47.1). The above groups are further subdivided by the range of products sold. Sale not via stores is subdivided according to the forms of trade, such as retail sale via stalls and markets (group 47.8) and other non-store retail sale, e.g. mail order, door-to-door, by vending machines etc. (group 47.9).

The goods sold in this division are limited to goods usually referred to as consumer goods or retail goods. Therefore goods not normally entering the retail trade, such as cereal grains, ores, industrial machinery etc. are excluded.";"This division also includes units engaged primarily in selling to the general public, from displayed merchandise, products such as personal computers, stationery, paint or timber, although these products may not be for personal or household use. Handling that is customary in trade does not affect the basic character of the merchandise and may include, for example, sorting, separating, mixing and packaging.

This division also includes the retail sale by commission agents and activities of retail auctioning houses.";"";"This division excludes:
- sale of farmers' products by farmers, see division 01
- manufacture and sale of goods, which is generally classified as manufacturing in divisions 10-32
- sale of motor vehicles, motorcycles and their parts, see division 45
- trade in cereal grains, ores, crude petroleum, industrial chemicals, iron and steel and industrial machinery and equipment, see division 46
- sale of food and drinks for consumption on the premises and sale of takeaway food, see division 56
- rental of personal and household goods to the general public, see group 77.2";"47"
399056;3;"47.1";"47";"Retail sale in non-specialised stores";"This group includes the retail sale of a variety of product lines in the same unit (non-specialised stores), such as supermarkets or department stores.";"";"";"";"471"
399057;4;"47.11";"47.1";"Retail sale in non-specialised stores with food, beverages or tobacco predominating";"This class includes:
- retail sale of a large variety of goods of which, however, food products, beverages or tobacco should be predominant:
  . activities of general stores that have, apart from their main sales of food products, beverages or tobacco, several other lines of merchandise such as wearing apparel, furniture, appliances, hardware, cosmetics etc.";"";"";"";"4711"
399058;4;"47.19";"47.1";"Other retail sale in non-specialised stores";"This class includes:
- retail sale of a large variety of goods of which food products, beverages or tobacco are not predominant
- activities of department stores carrying a general line of merchandise, including wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods etc.";"";"";"";"4719"
399059;3;"47.2";"47";"Retail sale of food, beverages and tobacco in specialised stores";"";"";"";"";"472"
399060;4;"47.21";"47.2";"Retail sale of fruit and vegetables in specialised stores";"This class includes:
- retail sale of fresh fruit and vegetables
- retail sale of prepared and preserved fruits and vegetables";"";"";"";"4721"
399061;4;"47.22";"47.2";"Retail sale of meat and meat products in specialised stores";"This class includes:
- retail sale of meat and meat products (including poultry)";"";"";"";"4721"
399062;4;"47.23";"47.2";"Retail sale of fish, crustaceans and molluscs in specialised stores";"This class includes:
- retail sale of fish, other seafood and products thereof";"";"";"";"4721"
399063;4;"47.24";"47.2";"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores";"";"";"- Baking of pre-baked bread and rolls";"";"4721"
399064;4;"47.25";"47.2";"Retail sale of beverages in specialised stores";"This class includes:
- retail sale of beverages (not for consumption on the premises):
  . alcoholic beverages
  . non-alcoholic beverages";"";"";"";"4722"
399065;4;"47.26";"47.2";"Retail sale of tobacco products in specialised stores";"This class includes:
- retail sale of tobacco
- retail sale of tobacco products";"";"";"";"4723"
399066;4;"47.29";"47.2";"Other retail sale of food in specialised stores";"This class includes:
- retail sale of dairy products and eggs
- retail sale of other food products n.e.c.";"";"";"";"4721"
399067;3;"47.3";"47";"Retail sale of automotive fuel in specialised stores";"";"";"";"";"473"
399068;4;"47.30";"47.3";"Retail sale of automotive fuel in specialised stores";"This class includes:
- retail sale of fuel for motor vehicles and motorcycles";"This class also includes:
- retail sale of lubricating products and cooling products for motor vehicles";"";"This class excludes:
- wholesale of fuels, see 46.71
- retail sale of liquefied petroleum gas for cooking or heating, see 47.78";"4730"
399069;3;"47.4";"47";"Retail sale of information and communication equipment in specialised stores";"This group includes the retail sale of information and communications technology (ICT) equipment, such as computers and peripheral equipment, telecommunications equipment and consumer electronics, by specialised stores.";"";"";"";"474"
399070;4;"47.41";"47.4";"Retail sale of computers, peripheral units and software in specialised stores";"This class includes:
- retail sale of computers
- retail sale of computer peripheral equipment
- retail sale of video game consoles
- retail sale of non-customised software, including video games";"";"";"This class excludes:
- retail sale of blank tapes and disks, see 47.63";"4741"
399071;4;"47.42";"47.4";"Retail sale of telecommunications equipment in specialised stores";"";"";"";"";"4741"
399072;4;"47.43";"47.4";"Retail sale of audio and video equipment in specialised stores";"This class includes:
- retail sale of radio and television equipment
- retail sale of audio and video equipment
- retail sale of CD, DVD etc. players and recorders";"";"";"";"4742"
399073;3;"47.5";"47";"Retail sale of other household equipment in specialised stores";"This group includes the retail sale of household equipment, such as textiles, hardware, carpets, electrical appliances or furniture, in specialised stores.";"";"";"";"475"
399074;4;"47.51";"47.5";"Retail sale of textiles in specialised stores";"This class includes:
- retail sale of fabrics
- retail sale of knitting yarn
- retail sale of basic materials for rug, tapestry or embroidery making
- retail sale of textiles
- retail sale of haberdashery: needles, sewing thread etc.";"";"";"This class excludes:
- retail sale of clothing, see 47.71";"4751"
399075;4;"47.52";"47.5";"Retail sale of hardware, paints and glass in specialised stores";"This class includes:
- retail sale of hardware
- retail sale of paints, varnishes and lacquers
- retail sale of flat glass
- retail sale of other building material such as bricks, wood, sanitary equipment
- retail sale of do-it-yourself material and equipment";"This class also includes:
- retail sale of lawnmowers, however operated
- retail sale of saunas";"- Retail sale of non-electric solar collectors";"";"4752"
399076;4;"47.53";"47.5";"Retail sale of carpets, rugs, wall and floor coverings in specialised stores";"This class includes:
- retail sale of carpets and rugs
- retail sale of curtains and net curtains
- retail sale of wallpaper and floor coverings";"";"";"This class excludes:
- retail sale of cork floor tiles, see 47.52";"4753"
399077;4;"47.54";"47.5";"Retail sale of electrical household appliances in specialised stores";"";"";"";"This class excludes:
- retail sale of audio and video equipment, see 47.43";"4759"
399078;4;"47.59";"47.5";"Retail sale of furniture, lighting equipment and other household articles in specialised stores";"This class includes:
- retail sale of household furniture
- retail sale of articles for lighting
- retail sale of household utensils and cutlery, crockery, glassware, china and pottery
- retail sale of wooden, cork and wickerwork goods
- retail sale of non-electrical household appliances
- retail sale of musical instruments and scores
- retail sale of electrical security alarm systems, such as locking devices, safes, and vaults, without installation or maintenance services
- retail sale of household articles and equipment n.e.c.";"";"";"This class excludes:
- retail sale of antiques, see 47.79";"4759"
399079;3;"47.6";"47";"Retail sale of cultural and recreation goods in specialised stores";"This group includes the retail sale in specialised stores of cultural and recreation goods, such as books, newspapers, music and video recordings, sporting equipment, games and toys.";"";"";"";"476"
399080;4;"47.61";"47.6";"Retail sale of books in specialised stores";"This class includes:
- retail sale of books of all kinds";"";"";"This class excludes:
- retail sale of second-hand or antique books, see 47.79";"4761"
399081;4;"47.62";"47.6";"Retail sale of newspapers and stationery in specialised stores";"";"This class also includes:
- retail sale of office supplies such as pens, pencils, paper etc.";"";"";"4761"
399082;4;"47.63";"47.6";"Retail sale of music and video recordings in specialised stores";"This class includes:
- retail sale of musical records, audio tapes, compact discs and cassettes
- retail sale of video tapes and DVDs";"This class also includes:
- retail sale of blank tapes and discs";"";"";"4762"
399083;4;"47.64";"47.6";"Retail sale of sporting equipment in specialised stores";"This class includes:
- retail sale of sports goods, fishing gear, camping goods, boats and bicycles";"";"";"";"4763"
399084;4;"47.65";"47.6";"Retail sale of games and toys in specialised stores";"This class includes:
- retail sale of games and toys, made of all materials";"";"";"This class excludes:
- retail sale of video game consoles, see 47.41
- retail sale of non-customised software, including video games, see 47.41";"4764"
399085;3;"47.7";"47";"Retail sale of other goods in specialised stores";"This group includes the sale in specialised stores carrying a particular line of products not included in other parts of the classification, such as clothing, footwear and leather articles, pharmaceutical and medical goods, watches, souvenirs, cleaning materials, weapons, flowers and pets and others.";"Also included is the retail sale of used goods in specialised stores.";"";"";"477"
399086;4;"47.71";"47.7";"Retail sale of clothing in specialised stores";"This class includes:
- retail sale of articles of clothing
- retail sale of articles of fur
- retail sale of clothing accessories such as gloves, ties, braces etc.";"";"";"This class excludes:
- retail sale of textiles, see 47.51";"4771"
399087;4;"47.72";"47.7";"Retail sale of footwear and leather goods in specialised stores";"This class includes:
- retail sale of footwear
- retail sale of leather goods
- retail sale of travel accessories of leather and leather substitutes";"";"";"This class excludes:
- retail sale of special sports equipment footwear such as ski boots, see 47.64";"4771"
399088;4;"47.73";"47.7";"Dispensing chemist in specialised stores";"This class includes:
- retail sale of pharmaceuticals";"";"";"";"4772"
399089;4;"47.74";"47.7";"Retail sale of medical and orthopaedic goods in specialised stores";"";"";"";"";"4772"
399090;4;"47.75";"47.7";"Retail sale of cosmetic and toilet articles in specialised stores";"This class includes:
- retail sale of perfumery, cosmetic and toilet articles";"";"";"";"4772"
399091;4;"47.76";"47.7";"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores";"";"";"";"";"4773"
399092;4;"47.77";"47.7";"Retail sale of watches and jewellery in specialised stores";"";"";"";"";"4773"
399093;4;"47.78";"47.7";"Other retail sale of new goods in specialised stores";"This class includes:
- retail sale of photographic, optical and precision equipment
- activities of opticians
- retail sale of souvenirs, craftwork and religious articles
- activities of commercial art galleries
- retail sale of household fuel oil, bottled gas, coal and fuel wood
- retail sale of weapons and ammunition
- retail sale of stamps and coins
- retail trade services of commercial art galleries
- retail sale of non-food products n.e.c.";"";"";"";"4773"
399094;4;"47.79";"47.7";"Retail sale of second-hand goods in stores";"This class includes:
- retail sale of second-hand books
- retail sale of other second-hand goods
- retail sale of antiques
- activities of auctioning houses (retail)";"";"- Activities of space rental, with staff, for second-hand goods";"This class excludes:
- retail sale of second-hand motor vehicles, see 45.1
- activities of Internet auctions and other non-store auctions (retail), see 47.91, 47.99
- activities of pawn shops, see 64.92";"4774"
399095;3;"47.8";"47";"Retail sale via stalls and markets";"This group includes the retail sale of any kind of new or second-hand product in a usually movable stall either along a public road or at a fixed marketplace.";"";"";"";"478"
399096;4;"47.81";"47.8";"Retail sale via stalls and markets of food, beverages and tobacco products";"";"";"";"This class excludes:
- retail sale of prepared food for immediate consumption (mobile food vendors), see 56.10";"4781"
399097;4;"47.82";"47.8";"Retail sale via stalls and markets of textiles, clothing and footwear";"";"";"";"";"4782"
399098;4;"47.89";"47.8";"Retail sale via stalls and markets of other goods";"This class includes:
- retail sale of other goods via stalls or markets, such as:
  . carpets and rugs
  . books
  . games and toys
  . household appliances and consumer electronics
  . music and video recordings";"";"";"";"4789"
399099;3;"47.9";"47";"Retail trade not in stores, stalls or markets";"This group includes retail sale activities by mail order houses, over the Internet, through door-to-door sales, vending machines etc.";"";"";"";"479"
399100;4;"47.91";"47.9";"Retail sale via mail order houses or via Internet";"This class includes retail sale activities via mail order houses or via Internet, i.e. retail sale activities where the buyer makes his choice on the basis of advertisements, catalogues, information provided on a website, models or any other means of advertising and places his order by mail, phone or over the Internet (usually through special means provided by a website). The products purchased can be either directly downloaded from the Internet or physically delivered to the customer.

This class includes:
- retail sale of any kind of product by mail order 
- retail sale of any kind of product over the Internet";"This class also includes:
- direct sale via television, radio and telephone
- Internet retail auctions";"- Recipes web site publishing, including sale of ingredients necessary and home delivery of ingredients
- Personal shopping assistance via Internet";"This class excludes:
- retail sale of motor vehicles and motor vehicles parts and accessories over the Internet, see groups 45.1, 45.3
- retail sale of motorcycles and motorcycles parts and accessories over the Internet, see 45.40";"4791"
399101;4;"47.99";"47.9";"Other retail sale not in stores, stalls or markets";"This class includes:
- retail sale of any kind of product in any way that is not included in previous classes:
  . by direct sales or door-to-door sales persons
  . through vending machines etc.
- direct selling of fuel (heating oil, firewood, etc.), delivered to the customers premises
- activities of non-store auctions (retail, except Internet)
- retail sale by (non-store) commission agents";"";"- Retail sale via coffee dispensers";"";"4799"
399102;1;"H";"";"TRANSPORTATION AND STORAGE";"This section includes the provision of passenger or freight transport, whether scheduled or not, by rail, pipeline, road, water or air and associated activities such as terminal and parking facilities, cargo handling, storage etc. Included in this section is the rental of transport equipment with driver or operator. Also included are postal and courier activities.";"";"";"This section excludes:
- major repair or alteration of transport equipment, except motor vehicles, see group 33.1
- construction, maintenance and repair of roads, railways, harbours, airfields, see division 42
- maintenance and repair of motor vehicles, see 45.20
- rental of transport equipment without driver or operator, see 77.1, 77.3";"H"
399103;2;"49";"H";"Land transport and transport via pipelines";"This division includes the transport of passengers and freight via road and rail, as well as freight transport via pipelines.";"";"";"";"49"
399104;3;"49.1";"49";"Passenger rail transport, interurban";"";"";"";"";"491"
399105;4;"49.10";"49.1";"Passenger rail transport, interurban";"This class includes:
- rail transportation of passengers using railroad rolling stock on mainline networks, spread over an extensive geographic area
- passenger transport by interurban railways 
- operation of sleeping cars or dining cars as an integrated operation of railway companies";"";"";"This class excludes:
- passenger transport by urban and suburban transit systems, see 49.31
- passenger terminal activities, see 52.21
- operation of railroad infrastructure; related activities such as switching and shunting, see 52.21
- operation of sleeping cars or dining cars when operated by separate units, see 55.90, 56.10";"4911"
399106;3;"49.2";"49";"Freight rail transport";"";"";"";"";"491"
399107;4;"49.20";"49.2";"Freight rail transport";"This class includes:
- freight transport on mainline rail networks as well as short line freight railroads";"";"";"This class excludes:
- warehousing and storage, see 52.10
- freight terminal activities, see 52.21
- operation of railroad infrastructure; related activities such as switching and shunting, see 52.21
- cargo handling, see 52.24";"4912"
399108;3;"49.3";"49";"Other passenger land transport ";"This group includes all land-based passenger transport activities other than rail transport. However, rail transport as part of urban or suburban transport systems is included there.";"";"";"";"492"
399109;4;"49.31";"49.3";"Urban and suburban passenger land transport";"This class includes:
- land transport of passengers by urban or suburban transport systems. This may include different modes of land transport, such as by motor bus, tramway, streetcar, trolley bus, underground and elevated railways etc. The transport is carried out on scheduled routes normally following a fixed time schedule, entailing the picking up and setting down of passengers at normally fixed stops.";"This class also includes:
- town-to-airport or town-to-station lines
- operation of funicular railways, aerial cableways etc. if part of urban or suburban transit systems";"";"This class excludes:
- passenger transport by interurban railways, see 49.10";"4921"
399110;4;"49.32";"49.3";"Taxi operation";"";"This class also includes:
- other rental of private cars with driver";"- Motorbike-taxi services
- Taxi-radio services";"";"4922"
399111;4;"49.39";"49.3";"Other passenger land transport n.e.c.";"This class includes:
- other passenger road transport:
  . scheduled long-distance bus services
  . charters, excursions and other occasional coach services
  . airport shuttles
- operation of teleferics, funiculars, ski and cable lifts if not part of urban or suburban transit systems";"This class also includes:
- operation of school buses and buses for transport of employees
- passenger transport by man- or animal-drawn vehicles";"- Bike-taxi services";"This class excludes:
- ambulance transport, see 86.90";"4922"
399112;3;"49.4";"49";"Freight transport by road and removal services";"This group includes all land-based freight transport activities other than rail transport.";"";"";"";"492"
399113;4;"49.41";"49.4";"Freight transport by road";"This class includes:
- all freight transport operations by road:
  . logging haulage
  . stock haulage
  . refrigerated haulage
  . heavy haulage
  . bulk haulage, including haulage in tanker trucks including milk collection at farms
  . haulage of automobiles
  . transport of waste and waste materials, without collection or disposal";"This class also includes:
- rental of trucks with driver
- freight transport by man or animal-drawn vehicles";"- Concrete mixer lorry rental, with operator
- Road transport of letters as freight, carried out by a third party on behalf of postal or courier units
- Transportation or moving objects within an industrial plant, on a fee or contract basis";"This class excludes:
- log hauling within the forest, as part of logging operations, see 02.40
- distribution of water by trucks, see 36.00
- operation of terminal facilities for handling freight, see 52.21
- crating and packing activities for transport, see 52.29
- post and courier activities, see 53.10, 53.20
- waste transport as integrated part of waste collection activities, see 38.11, 38.12";"4923"
399114;4;"49.42";"49.4";"Removal services";"This class includes:
- removal (relocation) services to businesses and households by road transport";"";"";"";"4923"
399115;3;"49.5";"49";"Transport via pipeline";"";"";"";"";"493"
399116;4;"49.50";"49.5";"Transport via pipeline";"This class includes:
- transport of gases, liquids, water, slurry and other commodities via pipelines";"This class also includes:
- operation of pump stations";"";"This class excludes:
- distribution of natural or manufactured gas, steam or water, see 35.22, 35.30, 36.00
- transport of liquids by trucks, see 49.41";"4930"
399117;2;"50";"H";"Water transport";"This division includes the transport of passengers or freight over water, whether scheduled or not. Also included are the operation of towing or pushing boats, excursion, cruise or sightseeing boats, ferries, water taxis etc. Although the location is an indicator for the separation between sea and inland water transport, the deciding factor is the type of vessel used. Transport on sea-going vessels is classified in groups 50.1 and 50.2, while transport using other vessels is classified in groups 50.3 and 50.4.";"";"";"This division excludes restaurant and bar activities on board ships (see 56.10, 56.30), if carried out by separate units.";"50"
399118;3;"50.1";"50";"Sea and coastal passenger water transport";"This group includes the transport of passengers on vessels designed for operating on sea or coastal waters.";"Also included is the transport of passengers on great lakes etc. when similar types of vessels are used.";"";"";"501"
399119;4;"50.10";"50.1";"Sea and coastal passenger water transport";"This class includes:
- transport of passengers over seas and coastal waters, whether scheduled or not:
  . operation of excursion, cruise or sightseeing boats
  . operation of ferries, water taxis etc.";"This class also includes:
- rental of pleasure boats with crew for sea and coastal water transport (e.g. for fishing cruises)";"- Ferry transport of cars with driver";"This class excludes:
- restaurant and bar activities on board ships, when provided by separate units, see 56.10, 56.30
- rental of pleasure boats and yachts without crew, see 77.21
- rental of commercial ships or boats without crew, see 77.34
- operation of ""floating casinos”, see 92.00";"5011"
399120;3;"50.2";"50";"Sea and coastal freight water transport";"This group includes the transport of freight on vessels designed for operating on sea or coastal waters.";"Also included is the transport of freight on great lakes etc. when similar types of vessels are used.";"";"";"501"
399121;4;"50.20";"50.2";"Sea and coastal freight water transport";"This class includes:
- transport of freight over seas and coastal waters, whether scheduled or not
- transport by towing or pushing of barges, oil rigs etc.";"This class also includes:
- rental of vessels with crew for sea and coastal freight water transport";"- Ferry transport of cars without driver";"This class excludes:
- storage of freight, see 52.10
- harbour operation and other auxiliary activities such as docking, pilotage, lighterage, vessel salvage, see 52.22
- cargo handling, see 52.24
- rental of commercial ships or boats without crew, see 77.34";"5012"
399122;3;"50.3";"50";"Inland passenger water transport";"This group includes the transport of passengers on inland waters, involving vessels that are not suitable for sea transport.";"";"";"";"502"
399123;4;"50.30";"50.3";"Inland passenger water transport";"This class includes:
- transport of passengers via rivers, canals, lakes and other inland waterways, including inside harbours and ports";"This class also includes:
- rental of pleasure boats with crew for inland water transport";"";"This class excludes:
- rental of pleasure boats and yachts without crew, see 77.21";"5021"
399124;3;"50.4";"50";"Inland freight water transport";"This group includes the transport of freight on inland waters, involving vessels that are not suitable for sea transport.";"";"";"";"502"
399125;4;"50.40";"50.4";"Inland freight water transport";"This class includes:
- transport of freight via rivers, canals, lakes and other inland waterways, including inside harbours and ports";"This class also includes:
- rental of vessels with crew for inland freight water transport";"";"This class excludes:
- cargo handling, see 52.24
- rental of commercial ships or boats without crew, see 77.34";"5022"
399126;2;"51";"H";"Air transport";"This division includes the transport of passengers or freight by air or via space.";"";"";"This division excludes:
- crop spraying, see 01.61
- repair and maintenance of aircraft or aircraft engines, see 33.16
- operation of airports, see 52.23
- aerial advertising (sky-writing), see 73.11
- aerial photography, see 74.20";"51"
399127;3;"51.1";"51";"Passenger air transport";"";"";"";"";"511"
399128;4;"51.10";"51.1";"Passenger air transport";"This class includes:
- transport of passengers by air over regular routes and on regular schedules
- charter flights for passengers
- scenic and sightseeing flights";"This class also includes:
- rental of air transport equipment with operator for the purpose of passenger transportation
- general aviation activities, such as:
  . transport of passengers by aero clubs for instruction or pleasure";"";"This class excludes:
- rental of air transport equipment without operator, see 77.35";"5110"
399129;3;"51.2";"51";"Freight air transport and space transport";"";"";"";"";"512"
399130;4;"51.21";"51.2";"Freight air transport";"This class includes:
- transport freight by air over regular routes and on regular schedules
- non-scheduled transport of freight by air";"This class also includes:
- rental of air transport equipment with operator for the purpose of freight transportation";"";"";"5120"
399131;4;"51.22";"51.2";"Space transport";"This class includes:
- launching of satellites and space vehicles
- space transport of freight and passengers";"";"";"";"5120"
399132;2;"52";"H";"Warehousing and support activities for transportation";"This division includes warehousing and support activities for transportation, such as operating of transport infrastructure (e.g. airports, harbours, tunnels, bridges, etc.), the activities of transport agencies and cargo handling.";"";"";"";"52"
399133;3;"52.1";"52";"Warehousing and storage";"";"";"";"";"521"
399134;4;"52.10";"52.1";"Warehousing and storage";"This class includes:
- operation of storage and warehouse facilities for all kinds of goods:
  . operation of grain silos, general merchandise warehouses, refrigerated warehouses, storage tanks etc.";"This class also includes:
- storage of goods in foreign trade zones
- blast freezing";"- Digitalisation and storage of files and documents";"This class excludes:
- parking facilities for motor vehicles, see 52.21
- operation of self storage facilities, see 68.20
- rental of vacant space, see 68.20";"5210"
399135;3;"52.2";"52";"Support activities for transportation";"This group includes activities supporting the transport of passengers or freight, such as operation of parts of the transport infrastructure or activities related to handling freight immediately before or after transport or between transport segments. The operation and maintenance of all transport facilities is included.";"";"";"";"522"
399136;4;"52.21";"52.2";"Service activities incidental to land transportation";"This class includes:
- activities related to land transport of passengers, animals or freight:
  . operation of terminal facilities such as railway stations, bus stations, stations for the handling of goods
  . operation of railroad infrastructure
  . operation of roads, bridges, tunnels, car parks or garages, bicycle parkings, winter storage of caravans
- switching and shunting
- towing and road side assistance";"This class also includes:
- liquefaction of gas for transportation purposes";"- Liquefaction of gas and regasification for transport purposes
- Ensuring safety at railroad infrastructure maintenance work
- Collection of fees for public transport
- Natural gas liquefaction on own account";"This class excludes:
- cargo handling, see 52.24";"5221"
399137;4;"52.22";"52.2";"Service activities incidental to water transportation";"This class includes:
- activities related to water transport of passengers, animals or freight:
  . operation of terminal facilities such as harbours and piers
  . operation of waterway locks etc.
  . navigation, pilotage and berthing activities
  . lighterage, salvage activities
  . lighthouse activities";"";"- Ensuring safety at waterway infrastructure maintenance work";"This class excludes:
- cargo handling, see 52.24
- operation of marinas, see 93.29";"5222"
399138;4;"52.23";"52.2";"Service activities incidental to air transportation";"This class includes:
- activities related to air transport of passengers, animals or freight:
  . operation of terminal facilities such as airway terminals etc.
  . airport and air-traffic-control activities
  . ground service activities on airfields etc.";"This class also includes:
- fire fighting and fire prevention services at airports";"- Ensuring safety at airfield infrastructure maintenance work
- Air traffic control activities, at airports and for long distances";"This class excludes:
- cargo handling, see 52.24
- operation of flying schools, see 85.32, 85.53";"5223"
399139;4;"52.24";"52.2";"Cargo handling";"This class includes:
- loading and unloading of goods or passengers' luggage irrespective of the mode of transport used for transportation
- stevedoring
- loading and unloading of freight railway cars";"";"- Rental and leasing of transtainers or luffing cranes, with operator, for cargo handling activities";"This class excludes:
- operation of terminal facilities, see 52.21, 52.22 and 52.23";"5224"
